minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
3,100,A区（报刊218）,136,12,124
3,101,B区（报刊222）,152,17,135
3,113,C区(新书借阅区),4,0,4
141,100,A区（报刊218）,136,40,96
141,101,B区（报刊222）,152,61,91
141,113,C区(新书借阅区),4,0,4
227,100,A区（报刊218）,136,47,89
227,101,B区（报刊222）,152,61,91
227,113,C区(新书借阅区),4,0,4
266,100,A区（报刊218）,136,48,88
266,101,B区（报刊222）,152,59,93
266,113,C区(新书借阅区),4,0,4
299,100,A区（报刊218）,136,50,86
299,101,B区（报刊222）,152,60,92
299,113,C区(新书借阅区),4,0,4
336,100,A区（报刊218）,136,47,89
336,101,B区（报刊222）,152,67,85
336,113,C区(新书借阅区),4,0,4
355,100,A区（报刊218）,136,45,91
355,101,B区（报刊222）,152,69,83
355,113,C区(新书借阅区),4,0,4
394,100,A区（报刊218）,136,45,91
394,101,B区（报刊222）,152,69,83
394,113,C区(新书借阅区),4,0,4
421,100,A区（报刊218）,136,46,90
421,101,B区（报刊222）,152,70,82
421,113,C区(新书借阅区),4,0,4
455,100,A区（报刊218）,136,43,93
455,101,B区（报刊222）,152,80,72
455,113,C区(新书借阅区),4,0,4
472,100,A区（报刊218）,136,47,89
472,101,B区（报刊222）,152,82,70
472,113,C区(新书借阅区),4,0,4
500,100,A区（报刊218）,136,48,88
500,101,B区（报刊222）,152,82,70
500,113,C区(新书借阅区),4,0,4
530,100,A区（报刊218）,136,47,89
530,101,B区（报刊222）,152,83,69
530,113,C区(新书借阅区),4,0,4
556,100,A区（报刊218）,136,47,89
556,101,B区（报刊222）,152,83,69
556,113,C区(新书借阅区),4,0,4
