minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
3,100,A区（报刊218）,136,12,124
3,101,B区（报刊222）,152,17,135
3,113,C区(新书借阅区),4,0,4
141,100,A区（报刊218）,136,40,96
141,101,B区（报刊222）,152,61,91
141,113,C区(新书借阅区),4,0,4
227,100,A区（报刊218）,136,47,89
227,101,B区（报刊222）,152,61,91
227,113,C区(新书借阅区),4,0,4
266,100,A区（报刊218）,136,48,88
266,101,B区（报刊222）,152,59,93
266,113,C区(新书借阅区),4,0,4
299,100,A区（报刊218）,136,50,86
299,101,B区（报刊222）,152,60,92
299,113,C区(新书借阅区),4,0,4
336,100,A区（报刊218）,136,47,89
336,101,B区（报刊222）,152,67,85
336,113,C区(新书借阅区),4,0,4
355,100,A区（报刊218）,136,45,91
355,101,B区（报刊222）,152,69,83
355,113,C区(新书借阅区),4,0,4
